"","Gene.Symbol","Ensembl.id","Ensembl.id.version","Entrez.GeneId","Name","Tier","Genome.Location","Hallmark","Chr.Band","Somatic","Germline","Tumour.Types.Somatic.","Tumour.Types.Germline.","Cancer.Syndrome","Tissue.Type","Molecular.Genetics","Role.in.Cancer","Mutation.Types","Translocation.Partner","Other.Germline.Mut","Other.Syndrome","COSMIC.ID","cosmic.gene.name","Synonyms"
"630","SPEN","ENSG00000065526.10","ENSG00000065526",23013,"spen family transcriptional repressor",1,"1:15847864-15940460","",36.21,"yes","","SMZL, adenoid cystic carcinoma, DLBCL","","","L","Rec","TSG","F, Mis, N","","","","COSG227097","SPEN","23013,ENSG00000065526.10,KIAA0929,MINT,Q96T58,RBM15C,SHARP,SPEN"
"631","SPOP","ENSG00000121067.17","ENSG00000121067",8405,"speckle type POZ protein",1,"17:49598884-49678110","Yes",21.33,"yes","yes","prostate, endometrial","prostate cancer","","E","Rec","TSG","Mis","","","","COSG345620","SPOP","8405,BTBD32,ENSG00000121067.17,O43791,SPOP,TEF2"
"632","SRC","ENSG00000197122.11","ENSG00000197122",6714,"SRC proto-oncogene, non-receptor tyrosine kinase",1,"20:37346154-37406050","",11.23,"yes","","colorectal cancer, endometrial carcinoma","","","E","Dom","oncogene","Mis, N","","","","COSG215306","SRC","6714,ASV,ENSG00000197122.11,P12931,SRC,SRC1,c-src"
"633","SRGAP3","ENSG00000196220.15","ENSG00000196220",9901,"SLIT-ROBO Rho GTPase activating protein 3",2,"3:8980591-9249379","",25.3,"yes","","pilocytic astrocytoma","","","O","Dom","fusion","T","RAF1","","","COSG329743","SRGAP3","9901,ARHGAP14,ENSG00000196220.15,KIAA0411,MEGAP,O43295,SRGAP2,SRGAP3,WRP"
"634","SRSF2","ENSG00000161547.16","ENSG00000161547",6427,"serine/arginine-rich splicing factor 2",1,"17:76734115-76737333","",25.1,"yes","","MDS, CLL","","","L","Dom","oncogene","Mis","","","","COSG316921","SRSF2","6427,ENSG00000161547.16,PR264,Q01130,SC-35,SC35,SFRS2,SFRS2A,SRSF2"
"635","SRSF3","ENSG00000112081.16","ENSG00000112081",6428,"serine/arginine-rich splicing factor 3",1,"6:36594368-36605600","",21.31,"yes","","follicular lymphoma","","","L","Dom","oncogene, fusion","T","BCL6","","","COSG202151","SRSF3","6428,ENSG00000112081.16,P84103,SFRS3,SRSF3,SRp20"
"636","SS18","ENSG00000141380.13","ENSG00000141380",6760,"synovial sarcoma translocation, chromosome 18",1,"18:26016253-26090625","",11.2,"yes","","synovial sarcoma","","","M","Dom","fusion","T","SSX1,  SSX2, SSX4","","","COSG281929","SS18","6760,ENSG00000141380.13,Q15532,SS18,SSXT,SYT"
"637","SS18L1","ENSG00000184402.14","ENSG00000184402",26039,"synovial sarcoma translocation gene on chromosome 18-like 1",1,"20:62143795-62182484","",13.33,"yes","","synovial sarcoma","","","M","Dom","fusion","T","SSX1","","","COSG387533","SS18L1","26039,CREST,ENSG00000184402.14,KIAA0693,O75177,SS18L1"
"638","SSX1","ENSG00000126752.7","ENSG00000126752",6756,"synovial sarcoma, X breakpoint 1",1,"X:48255317-48267444","",11.23,"yes","","synovial sarcoma","","","M","Dom","oncogene, fusion","T","SS18","","","COSG220483","SSX1","6756,CT5.1,ENSG00000126752.7,Q16384,SSX1"
"639","SSX2","ENSG00000241476.8","ENSG00000241476",6757,"synovial sarcoma, X breakpoint 2",1,"X:52696896-52707161","",11.22,"yes","","synovial sarcoma","","","M","Dom","oncogene, fusion","T","SS18","","","COSG357180","SSX2","6757,CT5.2a,ENSG00000241476.8,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884,Q16385,SSX,SSX2"
"640","SSX4","ENSG00000268009.5","ENSG00000268009",6759,"synovial sarcoma, X breakpoint 4",1,"X:48383527-48393347","",11.23,"yes","","synovial sarcoma","","","M","Dom","oncogene, fusion","T","SS18","","","COSG233251","SSX4","6759,CT5.4,ENSG00000268009.5,O60224,SSX4"
"641","STAG1","ENSG00000118007.12","ENSG00000118007",10274,"stromal antigen 1",2,"3:136336233-136752368","",22.3,"yes","","colorectal cancer, AML","","","E, L","","TSG","Mis, N","","","","COSG233997","STAG1","10274,ENSG00000118007.12,Q8WVM7,SA-1,SA1,SCC3A,STAG1"
"642","STAG2","ENSG00000101972.18","ENSG00000101972",10735,"stromal antigen 2",1,"X:123960519-124101498","Yes",25,"yes","","bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms","","","E, L, M, O","Rec","TSG","Mis, N, F, S","","","","COSG237444","STAG2","10735,ENSG00000101972.18,Q8N3U4,SA-2,SA2,SCC3B,STAG2"
"643","STAT3","ENSG00000168610.14","ENSG00000168610",6774,"signal transducer and activator of transcription 3 (acute-phase response factor)",1,"17:42313324-42388568","",21.2,"yes","yes","T-cell large granular lymphocytic leukaemia","paediatric large granular lymphocytic leukaemia","","L","Dom","oncogene","Mis,O","","yes  ","IPEX-like syndrome","COSG349453","STAT3","6774,APRF,ENSG00000168610.14,P40763,STAT3"
"644","STAT5B","ENSG00000173757.9","ENSG00000173757",6777,"signal transducer and activator of transcription 5B",1,"17:42199168-42276406","",21.2,"yes","","large granular lymphocytic leukaemia, skin basal cell, APL","","","L, E","Dom","oncogene, TSG, fusion","Mis, O, T","RARA","yes  ","IPEX-like syndrome","COSG326405","STAT5B","6777,ENSG00000173757.9,P51692,STAT5B"
"645","STAT6","ENSG00000166888.11","ENSG00000166888",6778,"signal transducer and activator of transcription 6, interleukin-4 induced",1,"12:57095408-57111433","",13.3,"yes","","solitary fibrous tumour, meningeal haemangiopericytoma","","","M, O","Dom","oncogene, fusion","T","NAB2","","","COSG290261","STAT6","6778,D12S1644,ENSG00000166888.11,IL-4-STAT,P42226,STAT6"
"646","STIL","ENSG00000123473.15","ENSG00000123473",6491,"SCL/TAL1 interrupting locus",1,"1:47250142-47314140","",33,"yes","","T-ALL","","","L","Dom","oncogene, fusion","T","TAL1","","","COSG239741","STIL","6491,ENSG00000123473.15,MCPH7,Q15468,SIL,STIL"
"647","STK11","ENSG00000118046.14","ENSG00000118046",6794,"serine/threonine kinase 11 gene (LKB1)",1,"19:1206464-1228435","",13.3,"yes","yes","NSCLC, pancreatic","jejunal hamartoma, ovarian, testicular, pancreatic","Peutz-Jeghers syndrome","E, M, O","Rec","TSG","D, Mis, N, F, S","","","","COSG392993","STK11","6794,ENSG00000118046.14,LKB1,PJS,Q15831,STK11"
"648","STRN","ENSG00000115808.11","ENSG00000115808",6801,"striatin, calmodulin binding protein",1,"2:36843640-36966472","",22.2,"yes","","anaplastic thyroid, papillary thyroid, lung","","","E","Dom","fusion","T","ALK","","","COSG320397","STRN","6801,ENSG00000115808.11,O43815,PPP2R6A,STRN,STRN1"
"649","SUFU","ENSG00000107882.11","ENSG00000107882",51684,"suppressor of fused homolog (Drosophila)",1,"10:102503987-102633535","",24.32,"yes","yes","medulloblastoma","medulloblastoma","medulloblastoma predisposition","O","Rec","TSG","D, F, S","","","","COSG264816","SUFU","51684,ENSG00000107882.11,PRO1280,Q9UMX1,SUFU,SUFUH,SUFUXL"
"650","SUZ12","ENSG00000178691.10","ENSG00000178691",23512,"suppressor of zeste 12 homolog (Drosophila)",1,"17:31937018-32001045","Yes",11.2,"yes","","endometrial stromal tumour","","","M","Dom","oncogene, TSG, fusion","T","JAZF1","","","COSG261317","SUZ12","23512,CHET9,ENSG00000178691.10,JJAZ1,KIAA0160,Q15022,SUZ12"
"651","SYK","ENSG00000165025.14","ENSG00000165025",6850,"spleen tyrosine kinase",1,"9:90801787-90898549","",22.2,"yes","","MDS, peripheral T-cell lymphoma","","","L","Dom","oncogene, fusion","T","ETV6, ITK","","","COSG220244","SYK","6850,ENSG00000165025.14,P43405,SYK"
"652","TAF15","ENSG00000270647.5","ENSG00000270647",8148,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",1,"17:35809455-35847242","",12,"yes","","extraskeletal myxoid chondrosarcoma, ALL","","","L, M","Dom","oncogene, fusion","T","NR4A3, CHN1, ZNF384","","","COSG396086","TAF15","8148,ENSG00000270647.5,Npl3,Q92804,RBP56,TAF15,TAF2N,hTAFII68"
"653","TAL1","ENSG00000162367.11","ENSG00000162367",6886,"T-cell acute lymphocytic leukemia 1 (SCL)",1,"1:47216292-47229771","",33,"yes","","lymphoblastic leukaemia/biphasic","","","L","Dom","oncogene, fusion","T","TRD, STIL","","","COSG301993","TAL1","6886,ENSG00000162367.11,P17542,SCL,TAL1,TCL5,bHLHa17"
"654","TAL2","ENSG00000186051.6","ENSG00000186051",6887,"T-cell acute lymphocytic leukemia 2",1,"9:105662457-105663112","",31.2,"yes","","T-ALL","","","L","Dom","oncogene, fusion","T","TRB","","","COSG299314","TAL2","6887,ENSG00000186051.6,Q16559,TAL2,bHLHa19"
"655","TBL1XR1","ENSG00000177565.16","ENSG00000177565",79718,"transducin (beta)-like 1 X-linked receptor 1",1,"3:177019355-177196478","Yes",26.32,"yes","","splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma","","","L, E, M","Rec","oncogene, TSG, fusion","F, Mis","","","","COSG250688","TBL1XR1","79718,C21,DC42,ENSG00000177565.16,FLJ12894,IRA1,Q9BZK7,TBL1XR1,TBLR1"
"656","TBX3","ENSG00000135111.15","ENSG00000135111",6926,"T-box 3",1,"12:114670255-114683590","",24.21,"yes","","breast, large intestine, skin","","","E","Dom","oncogene, TSG","Mis, N, F, O","","yes  ","ulnar-mammary syndrome","COSG201784","TBX3","6926,ENSG00000135111.15,O15119,TBX3,TBX3-ISO,UMS,XHL"
"657","TCEA1","ENSG00000187735.13","ENSG00000187735",6917,"transcription elongation factor A (SII), 1",1,"8:53966556-54022529","",11.23,"yes","","salivary adenoma","","","E","Dom","fusion","T","PLAG1","","","COSG361083","TCEA1","6917,ENSG00000187735.13,GTF2S,P23193,SII,TCEA,TCEA1,TF2S,TFIIS"
"658","TCF12","ENSG00000140262.17","ENSG00000140262",6938,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",1,"15:56918623-57288514","",21.3,"yes","","extraskeletal myxoid chondrosarcoma","","","M","Dom","fusion","T","NR4A3","","","COSG269781","TCF12","6938,ENSG00000140262.17,HEB,HTF4,HsT17266,Q99081,TCF12,bHLHb20,p64"
"659","TCF3","ENSG00000071564.14","ENSG00000071564",6929,"transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)",1,"19:1609290-1652329","",13.3,"yes","","pre B-ALL","","","L","Dom","oncogene, TSG, fusion","T","PBX1, HLF, TFPT","","","COSG340315","TCF3","6929,E2A,E47,ENSG00000071564.14,ITF1,MGC129647,MGC129648,P15923,TCF3,VDIR,bHLHb21,p75"
"660","TCF7L2","ENSG00000148737.16","ENSG00000148737",6934,"transcription factor 7-like 2",1,"10:112950407-113167493","Yes",25.3,"yes","","colorectal","","","E","Dom","oncogene, fusion","T","VTI1A","","","COSG317422","TCF7L2","6934,ENSG00000148737.16,Q9NQB0,TCF-4,TCF4,TCF7L2"
"661","TCL1A","ENSG00000100721.10","ENSG00000100721",8115,"T-cell leukemia/lymphoma 1A",1,"14:95709968-95714196","Yes",32.13,"yes","","T-CLL","","","L","Dom","oncogene, fusion","T","TRA","","","COSG269941","TCL1A","8115,ENSG00000100721.10,P56279,TCL1,TCL1A"
"662","TEC","ENSG00000135605.12","ENSG00000135605",7006,"tec protein tyrosine kinase",2,"4:48135783-48269864","",12,"yes","","myxoid chondrosarcoma","","","M","","oncogene, fusion","T","","","","COSG225623","TEC","7006,ENSG00000135605.12,P42680,PSCTK4,TEC"
"663","TENT5C","ENSG00000183508.4","ENSG00000183508",54855,"Terminal nucleotidyltransferase 5C",1,"1:117605934-117628372","",12,"yes","","MM","","","L","Rec","TSG","Mis, F, O","","","","COSG323157","TENT5C","54855,ENSG00000183508.4,FAM46C,FLJ20202,Q5VWP2,TENT5C"
"664","TERT","ENSG00000164362.18","ENSG00000164362",7015,"telomerase reverse transcriptase",1,"5:1253167-1295047","Yes",15.33,"yes","yes","melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types","melanoma","","E, O","Dom","oncogene, TSG","Promoter Mis","","yes  ","Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","COSG329622","TERT","7015,ENSG00000164362.18,EST2,O14746,TCS1,TERT,TP2,TRT,hEST2"
"665","TET1","ENSG00000138336.8","ENSG00000138336",80312,"tet methylcytosine dioxygenase 1",1,"10:68560656-68694482","Yes",21.3,"yes","","AML","","","L","Dom","oncogene, TSG, fusion","T","KMT2A","","","COSG274043","TET1","80312,CXXC6,ENSG00000138336.8,KIAA1676,LCX,Q8NFU7,TET1,bA119F7.1"
"666","TET2","ENSG00000168769.13","ENSG00000168769",54790,"tet oncogene family member 2",1,"4:105146293-105279816","Yes",24,"yes","","MDS","","","L","Rec","TSG","Mis, N, F","","","","COSG346730","TET2","54790,ENSG00000168769.13,FLJ20032,KIAA1546,Q6N021,TET2"
"667","TFE3","ENSG00000068323.16","ENSG00000068323",7030,"transcription factor binding to IGHM enhancer 3",1,"X:49028731-49043486","Yes",11.23,"yes","","papillary renal, alveolar soft part sarcoma, renal","","","E","Dom","oncogene, fusion","T","SFPQ, ASPSCR1, PRCC, NONO, CLTC","","","COSG236811","TFE3","7030,ENSG00000068323.16,P19532,TFE3,TFEA,bHLHe33"
"668","TFEB","ENSG00000112561.17","ENSG00000112561",7942,"transcription factor EB",1,"6:41683978-41736259","",21.1,"yes","","renal cell carcinoma (childhood epithelioid)","","","E,M","Dom","oncogene, fusion","T","ALPHA","","","COSG320110","TFEB","7942,ENSG00000112561.17,TCFEB,TFEB,bHLHe35"
"669","TFG","ENSG00000114354.13","ENSG00000114354",10342,"TRK-fused gene",1,"3:100709425-100748966","",12.2,"yes","","papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma","","","E, L, M","Dom","fusion","T","NTRK1, ALK, NR4A3","","","COSG258843","TFG","10342,ENSG00000114354.13,FLJ36137,Q92734,SPG57,TF6,TFG"
"670","TFPT","ENSG00000105619.13","ENSG00000105619",29844,"TCF3 (E2A) fusion partner (in childhood leukaemia)",2,"19:54107013-54115675","",13.42,"yes","","pre-B ALL","","","L","Dom","fusion","T","TCF3","","","COSG317472","TFPT","29844,ENSG00000105619.13,FB1,INO80F,P0C1Z6,TFPT,amida"
"671","TFRC","ENSG00000072274.12","ENSG00000072274",7037,"transferrin receptor (p90, CD71)",2,"3:196049284-196082189","",29,"yes","","NHL","","","L","Dom","fusion","T","BCL6","","","COSG196919","TFRC","7037,CD71,ENSG00000072274.12,P02786,TFR1,TFRC,p90"
"672","TGFBR2","ENSG00000163513.17","ENSG00000163513",7048,"transforming growth factor beta receptor II ",1,"3:30606601-30694142","Yes",24.1,"yes","yes","head and neck, colorectal","colorectal","Hereditary Nonpolyposis Colorectal Cancer type 6","E","Rec","TSG","Mis, F, N","","yes  ","Loeys-Dietz syndrome 2","COSG290386","TGFBR2","7048,ENSG00000163513.17,MFS2,P37173,TBR-ii,TBRII,TGFBR2"
"673","THRAP3","ENSG00000054118.13","ENSG00000054118",9967,"thyroid hormone receptor associated protein 3 (TRAP150)",2,"1:36224416-36305357","",34.3,"yes","","aneurysmal bone cyst","","","M","Dom","fusion","T","USP6","","","COSG351626","THRAP3","9967,BCLAF2,ENSG00000054118.13,Q9Y2W1,THRAP3,TRAP150"
"674","TLX1","ENSG00000107807.12","ENSG00000107807",3195,"T-cell leukemia, homeobox 1 (HOX11)",1,"10:101130505-101137789","",24.31,"yes","","T-ALL","","","L","Dom","oncogene, fusion","T","TRB, TRD","","","COSG323525","TLX1","3195,ENSG00000107807.12,HOX11,P31314,TCL3,TLX1"
"675","TLX3","ENSG00000164438.5","ENSG00000164438",30012,"T-cell leukemia, homeobox 3 (HOX11L2)",1,"5:171309284-171312134","",35.1,"yes","","T-ALL","","","L","Dom","oncogene, fusion","T","BCL11B","","","COSG363171","TLX3","30012,ENSG00000164438.5,HOX11L2,O43711,RNX,TLX3"
"676","TMEM127","ENSG00000135956.8","ENSG00000135956",55654,"transmembrane protein 127 ",1,"2:96248516-96265994","",11.2,"","yes","","pheochromocytoma, renal cell carcinoma","","O, E","Rec","TSG","F, N","","","","COSG314801","TMEM127","55654,ENSG00000135956.8,FLJ20507,FLJ22257,O75204,TMEM127"
"677","TMPRSS2","ENSG00000184012.11","ENSG00000184012",7113,"transmembrane protease, serine 2",1,"21:41464553-41508065","Yes",22.3,"yes","","prostate","","","E","Dom","fusion","T","ERG, ETV1, ETV4, ETV5","","","COSG393851","TMPRSS2","7113,ENSG00000184012.11,O15393,PRSS10,TMPRSS2"
"678","TMSB4X","ENSG00000205542.10","ENSG00000205542",7114,"Thymosin Beta 4 X-Linked",2,"X:12975110-12977226","",22.2,"yes","","DLBCL","","","L","","oncogene","Mis, S, N, F","","","","COSG313901","TMSB4X","7114,ENSG00000205542.10,P62328,TB4X,TMSB4,TMSB4X"
"679","TNC","ENSG00000041982.15","ENSG00000041982",3371,"tenascin C",2,"9:115020534-115118257","",33.1,"yes","","SCC, melanoma","","","E","","oncogene","Mis","","","","COSG360951","TNC","3371,DFNA56,ENSG00000041982.15,HXB,MGC167029,P24821,TN,TNC"
"680","TNFAIP3","ENSG00000118503.14","ENSG00000118503",7128,"tumor necrosis factor, alpha-induced protein 3",1,"6:137867188-137883311","Yes",23.3,"yes","","marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL","","","L","Rec","TSG","D, N, F","","","","COSG318118","TNFAIP3","7128,A20,ENSG00000118503.14,OTUD7C,P21580,TNFAIP3"
"681","TNFRSF14","ENSG00000157873.17","ENSG00000157873",8764,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",1,"1:2556366-2563829","",36.32,"yes","","follicular lymphoma","","","L","Rec","TSG","Mis, N, F","","","","COSG247544","TNFRSF14","8764,ATAR,CD270,ENSG00000157873.17,HVEA,HVEM,LIGHTR,Q92956,TNFRSF14,TR2"
"682","TNFRSF17","ENSG00000048462.10","ENSG00000048462",608,"tumor necrosis factor receptor superfamily, member 17",1,"16:11965107-11968068","",13.13,"yes","","intestinal T-cell lymphoma","","","L","Dom","oncogene, fusion","T","IL2","","","COSG208492","TNFRSF17","608,BCM,BCMA,CD269,ENSG00000048462.10,Q02223,TNFRSF13A,TNFRSF17"
"683","TOP1","ENSG00000198900.5","ENSG00000198900",7150,"topoisomerase (DNA) I",1,"20:41028818-41124487","",12,"yes","","AML*","","","L","Dom","fusion","T","NUP98","","","COSG215770","TOP1","7150,ENSG00000198900.5,P11387,TOP1"
"684","TP53","ENSG00000141510.16","ENSG00000141510",7157,"tumor protein p53",1,"17:7668402-7687538","Yes",13.1,"yes","yes","breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types","Li-Fraumeni syndrome","L, E, M, O","Rec","oncogene, TSG, fusion","Mis, N, F, T","NTRK1","","","COSG348585","TP53","7157,ENSG00000141510.16,LFS1,P04637,TP53,p53"
"685","TP63","ENSG00000073282.12","ENSG00000073282",8626,"tumor protein p63 ",1,"3:189631427-189897279","Yes",28,"yes","yes","HNSCC, DLBCL","NSCLC","","E","","oncogene, TSG","Mis, N, T","TBL1XR1","yes  ","associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation","COSG343129","TP63","8626,EEC3,ENSG00000073282.12,KET,NBP,OFC8,Q9H3D4,SHFM4,TP53CP,TP53L,TP63,TP73L,p51,p53CP,p63,p73H,p73L"
"686","TPM3","ENSG00000143549.19","ENSG00000143549",7170,"tropomyosin 3",1,"1:154167465-154192211","",21.3,"yes","","papillary thyroid, ALCL, NSCLC, Spitzoid tumour","","","E, L","Dom","TSG, fusion","T","NTRK1, ALK, ROS1","","","COSG223070","TPM3","7170,ENSG00000143549.19,NEM1,P06753,TPM3,TRK"
"687","TPM4","ENSG00000167460.15","ENSG00000167460",7171,"tropomyosin 4",1,"19:16067538-16102943","",13.12,"yes","","ALCL","","","L","Dom","fusion","T","ALK","","","COSG341430","TPM4","7171,ENSG00000167460.15,TPM4"
"688","TPR","ENSG00000047410.13","ENSG00000047410",7175,"translocated promoter region",1,"1:186311652-186375325","",31.1,"yes","","papillary thyroid, NSCLC","","","E","Dom","fusion","T","NTRK1, ALK","","","COSG344921","TPR","7175,ENSG00000047410.13,P12270,TPR"
"689","TRA",NA,NA,6955,"T cell receptor alpha locus",1,"14:-","",11.2,"yes","","T-ALL","","","L","Dom","fusion","T","ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6","","","COSG","",""
"690","TRAF7","ENSG00000131653.12","ENSG00000131653",84231,"tumour necrosis factor receptor-associated factor 7",1,"16:2155765-2178129","Yes",13.3,"yes","","meningioma","","","O","Dom","TSG","Mis","","","","COSG353737","TRAF7","84231,DKFZp586I021,ENSG00000131653.12,MGC7807,Q6Q0C0,RFWD1,RNF119,TRAF7"
"691","TRB",NA,NA,6957,"T cell receptor beta locus",1,"7:-","",34,"yes","","T-ALL","","","L","Dom","fusion","T","HOX11, LCK, NOTCH1, TAL2, LYL1","","","COSG","",""
"692","TRD",NA,NA,6964,"T cell receptor delta locus",1,"14:-","",11.2,"yes","","T-cell leukaemia","","","L","Dom","fusion","T","TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17","","","COSG","",""
"693","TRIM24","ENSG00000122779.17","ENSG00000122779",8805,"tripartite motif containing 24",1,"7:138460334-138589993","",34,"yes","","APL","","","L","Dom","oncogene, TSG, fusion","T","RARA","","","COSG369690","TRIM24","8805,ENSG00000122779.17,O15164,RNF82,TIF1,TIF1A,TRIM24,Tif1a,hTIF1"
"694","TRIM27","ENSG00000204713.10","ENSG00000204713",5987,"tripartite motif-containing 27",1,"6:28903002-28923989","",22.1,"yes","","papillary thyroid","","","E","Dom","oncogene, fusion","T","RET","","","COSG357812","TRIM27","5987,ENSG00000204713.10,P14373,RFP,RNF76,TRIM27"
"695","TRIM33","ENSG00000197323.11","ENSG00000197323",51592,"tripartite motif-containing 33 (PTC7,TIF1G)",1,"1:114392777-114511160","",13.2,"yes","","papillary thyroid","","","E","Dom","TSG, fusion","T","RET","","","COSG272815","TRIM33","51592,ENSG00000197323.11,FLJ11429,KIAA1113,PTC7,Q9UPN9,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA,TRIM33"
"696","TRIP11","ENSG00000100815.12","ENSG00000100815",9321,"thyroid hormone receptor interactor 11",1,"14:91965991-92040059","",32.12,"yes","","AML","","","L","Dom","fusion","T","PDGFRB","","","COSG359696","TRIP11","9321,CEV14,ENSG00000100815.12,GMAP-210,GMAP210,Q15643,TRIP11,Trip230"
"697","TRRAP","ENSG00000196367.13","ENSG00000196367",8295,"transformation/transcription domain-associated protein",1,"7:98878490-99013243","",22.1,"yes","","melanoma","","","E","Dom","oncogene","Mis","","","","COSG270644","TRRAP","8295,ENSG00000196367.13,PAF400,Q9Y4A5,TR-AP,TRRAP,Tra1"
